Smoothing,Measure,E,Test,value
ID,MP,1.5,Besag-Newell (1991),0.43
ID,MP,1.5,Kulldorff (1997),1
ID,MP,2,Turnbull (1990),1
ID,MP,2,Besag-Newell (1991),0.51
ID,MP,2,Kulldorff (1997),1
BYM,MP,0.5,Turnbull (1990),0.98
BYM,MP,0.5,Besag-Newell (1991),0
BYM,MP,0.5,Kulldorff (1997),0.95
BYM,MP,1,Turnbull (1990),1
BYM,MP,1,Besag-Newell (1991),0.01
BYM,MP,1,Kulldorff (1997),1
BYM,MP,1.5,Turnbull (1990),1
BYM,MP,1.5,Besag-Newell (1991),0.16
BYM,MP,1.5,Kulldorff (1997),1
BYM,MP,2,Turnbull (1990),1
BYM,MP,2,Besag-Newell (1991),0.27
BYM,MP,2,Kulldorff (1997),1
Obs,CC,0.5,Turnbull (1990),0.9243396226415095
Obs,CC,0.5,Besag-Newell (1991),0.8867924528301887
Obs,CC,0.5,Kulldorff (1997),0.920377358490566
Obs,CC,1,Turnbull (1990),0.9245283018867925
Obs,CC,1,Besag-Newell (1991),0.8926415094339623
Obs,CC,1,Kulldorff (1997),0.9332075471698114
Obs,CC,1.5,Turnbull (1990),0.9245283018867925
Obs,CC,1.5,Besag-Newell (1991),0.8984905660377359
Obs,CC,1.5,Kulldorff (1997),0.940188679245283
Obs,CC,2,Turnbull (1990),0.9245283018867925
Obs,CC,2,Besag-Newell (1991),0.9060377358490567
Obs,CC,2,Kulldorff (1997),0.9471069182389937
Adj,CC,0.5,Turnbull (1990),0.890188679245283
Adj,CC,0.5,Besag-Newell (1991),0.8877987421383648
Adj,CC,0.5,Kulldorff (1997),0.8907547169811321
Adj,CC,1,Turnbull (1990),0.9142138364779875
Adj,CC,1,Besag-Newell (1991),0.8881761006289308
Adj,CC,1,Kulldorff (1997),0.9061006289308177
Adj,CC,1.5,Turnbull (1990),0.9218238993710692
Adj,CC,1.5,Besag-Newell (1991),0.8945283018867924
Adj,CC,1.5,Kulldorff (1997),0.9116981132075472
Adj,CC,2,Turnbull (1990),0.9225157232704403
Adj,CC,2,Besag-Newell (1991),0.8965408805031447
Adj,CC,2,Kulldorff (1997),0.9187421383647799
ID,CC,0.5,Turnbull (1990),0.8996855345911949
ID,CC,0.5,Besag-Newell (1991),0.8883647798742138
ID,CC,0.5,Kulldorff (1997),0.8942138364779875
ID,CC,1,Turnbull (1990),0.9188679245283019
